,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
4345,gdb_4346,Cc1ccnc(n1)O,3.88501,1.95966,1.31314,2.2668,66.28,-0.2515,-0.0364,0.2151,885.167,0.109186,-378.800093,-378.793245,-378.792301,-378.83168,25.171,-1463.535475646,-1471.6811699751,-1479.385725477,-1369.354532363
4352,gdb_4353,Cc1ncnc(n1)C,3.9728,1.92288,1.31674,0.6644,68.76,-0.2596,-0.0411,0.2185,913.8263,0.119397,-358.915907,-358.908101,-358.907157,-358.950535,26.507,-1523.938864477,-1532.371957928,-1540.669509435,-1424.92861193
4363,gdb_4364,c1cnc(cc1N)O,4.00567,1.84919,1.26621,2.808,67.96,-0.2225,0.0013,0.2238,895.13,0.1103,-378.798322,-378.791746,-378.790802,-378.828682,26.199,-1462.424157207,-1470.740533984,-1478.445089486,-1367.473260381
4374,gdb_4375,c1nc(nc(n1)O)N,4.21691,2.03393,1.37212,1.3867,58.64,-0.2528,-0.0229,0.2299,813.0326,0.087171,-410.926454,-410.919802,-410.918858,-410.957679,24.015,-1245.619797707,-1252.110123294,-1258.628686786,-1163.9664441
4383,gdb_4384,Cc1cccc(=O)[nH]1,3.62614,1.93507,1.27173,4.4436,72.35,-0.2108,-0.034,0.1768,918.3309,0.121013,-362.746621,-362.739691,-362.738747,-362.777708,26.341,-1578.5854857421,-1587.5689045861,-1595.866456093,-1477.7134139921
4391,gdb_4392,CC1=NC=CC(=N)O1,3.75295,2.04379,1.33413,2.0261,68.95,-0.233,-0.0517,0.1813,875.8716,0.108215,-378.768194,-378.761256,-378.760312,-378.799439,25.623,-1443.518566055,-1451.6077845741,-1459.312340076,-1349.123014694
4404,gdb_4405,NC1=CN=CC(=N)O1,3.71692,2.10365,1.34465,4.8451,69.03,-0.2039,-0.0493,0.1546,844.1692,0.097013,-394.804084,-394.797368,-394.796424,-394.834823,25.707,-1317.435692721,-1324.775037985,-1331.886597482,-1229.099995773
4417,gdb_4418,c1cnc(=O)oc1O,3.9248,2.06437,1.35282,4.5991,57.19,-0.2507,-0.0655,0.1852,806.1477,0.072646,-434.60183,-434.595533,-434.594589,-434.632442,23.235,-1215.0613644251,-1220.8865304721,-1226.812097959,-1140.1211021
4427,gdb_4428,Cc1c([nH]c(=O)[nH]1)C,3.45482,1.7992,1.20076,4.2163,68.63,-0.1832,0.0473,0.2305,980.0706,0.130893,-379.998997,-379.990711,-379.989767,-380.031366,30.098,-1588.006905868,-1597.027347743,-1605.917895255,-1480.945712851
4439,gdb_4440,Cc1c([nH]c(=O)[nH]1)O,3.59257,1.81018,1.21723,3.7422,60.74,-0.1856,0.0445,0.2301,928.9915,0.107062,-415.918064,-415.910047,-415.909103,-415.950091,29.034,-1400.8874871221,-1408.298995921,-1416.003551423,-1306.726624127
4447,gdb_4448,c1(c([nH]c(=O)[nH]1)O)N,3.6413,1.83171,1.22916,4.5532,56.94,-0.1789,0.0461,0.2251,898.6122,0.096363,-431.960013,-431.952291,-431.951346,-431.991595,28.526,-1278.606690819,-1285.31413452,-1292.425066508,-1190.543960286
4454,gdb_4455,Cc1cc([nH]c1C)N,3.47785,1.6773,1.1523,1.4567,77.05,-0.1709,0.0581,0.229,1051.7221,0.153964,-344.029965,-344.020897,-344.019952,-344.063644,32.605,-1743.7728374291,-1754.0803002631,-1764.156212276,-1624.4187431021
4461,gdb_4462,Cc1c(cc(o1)N)N,3.52808,1.77013,1.19126,2.3044,70.03,-0.1627,0.052,0.2147,986.6914,0.130776,-379.949118,-379.940642,-379.939698,-379.981676,31.093,-1556.707384457,-1565.6085996221,-1574.499147134,-1449.764790641
4471,gdb_4472,Cc1c(oc(n1)O)N,3.57602,1.85186,1.23758,3.6785,60.34,-0.2118,0.0292,0.241,927.0817,0.107329,-415.896971,-415.889255,-415.888311,-415.928671,28.362,-1387.6514397851,-1395.251828793,-1402.956384295,-1293.2853813471
4488,gdb_4489,Cc1cc(c([nH]1)C)N,3.56746,1.65923,1.15302,1.4918,77.39,-0.1697,0.0517,0.2213,1055.0817,0.153892,-344.028968,-344.019823,-344.018879,-344.062837,32.674,-1743.147210956,-1753.406355597,-1763.482895119,-1623.9123433391
4492,gdb_4493,Cc1cc(c(o1)O)N,3.6924,1.73922,1.19724,0.3784,65.47,-0.1785,0.0344,0.2129,971.8001,0.118336,-399.825042,-399.816864,-399.81592,-399.857266,29.841,-1491.119516268,-1499.3191763711,-1507.616727878,-1390.704898579
4503,gdb_4504,Cc1[nH]c(c(n1)N)O,3.75723,1.75019,1.21063,1.3549,64.75,-0.1855,0.0471,0.2326,961.5515,0.120093,-396.020784,-396.012782,-396.011838,-396.052865,29.418,-1453.074273107,-1461.383747285,-1469.681298792,-1352.209731465
4513,gdb_4514,c1(c(nc([nH]1)O)O)N,3.64727,1.82853,1.22591,0.4737,56.01,-0.1802,0.0607,0.2409,902.6272,0.096888,-431.952627,-431.945029,-431.944084,-431.984066,28.332,-1273.971909345,-1280.757164162,-1287.86809615,-1185.819445025
4526,gdb_4527,c1(c(oc(n1)N)O)N,3.63367,1.8868,1.24995,1.1939,57.43,-0.1748,0.0419,0.2166,896.7147,0.096647,-431.942626,-431.935072,-431.934127,-431.973963,28.245,-1267.696191836,-1274.509057049,-1281.619989037,-1179.479721598
4538,gdb_4539,Cc1cc(n(c1)C)C,3.79897,1.62287,1.1618,1.9086,80.38,-0.187,0.0539,0.2409,1071.4445,0.164975,-327.975869,-327.966798,-327.965854,-328.010147,32.178,-1858.431281909,-1869.626042469,-1880.295577996,-1733.075691506
4548,gdb_4549,Cn1cc(cc1N)O,3.92281,1.668,1.1847,2.3547,68.62,-0.1718,0.0544,0.2262,980.0176,0.130838,-379.942358,-379.933874,-379.932929,-379.975026,30.878,-1552.465423617,-1561.36161871,-1570.251538713,-1445.591855791
4557,gdb_4558,CN1C=C(N)OC1=N,4.01304,1.79323,1.2518,4.0476,66.39,-0.1685,0.0514,0.2199,933.3599,0.119203,-395.99803,-395.989864,-395.98892,-396.030976,29.173,-1438.795933321,-1447.002496023,-1455.30004753,-1338.474186964
4567,gdb_4568,Cc1cnc(nc1)C,5.7343,1.52051,1.21995,2.0337,74.17,-0.2398,-0.0329,0.2069,991.6866,0.131169,-342.855663,-342.847735,-342.846791,-342.891086,27.435,-1634.739383625,-1643.985101231,-1652.875648743,-1529.850626766
4579,gdb_4580,Cc1cnc(cn1)O,5.84594,1.56079,1.24134,1.2359,67.81,-0.2381,-0.0442,0.1939,928.1787,0.108769,-378.787945,-378.781086,-378.780142,-378.819185,25.468,-1455.912496314,-1464.0512880441,-1471.755843546,-1361.513807408
4584,gdb_4585,c1c(cnc(n1)N)N,5.89934,1.57942,1.24874,2.4226,69.41,-0.1938,-0.0258,0.168,915.2445,0.110392,-374.963639,-374.956673,-374.955729,-374.994417,26.866,-1405.286952721,-1413.357973479,-1421.062528981,-1310.238164491
4596,gdb_4597,Cc1c[nH]c(=O)nc1,5.68818,1.56428,1.23628,6.0464,67.72,-0.2308,-0.0556,0.1753,929.7967,0.109199,-378.792315,-378.785409,-378.784465,-378.823658,25.344,-1458.654710644,-1466.7640094511,-1474.468564953,-1364.320655165
4600,gdb_4601,Cc1ccc(=O)oc1,5.56237,1.552,1.22263,4.8228,68.17,-0.2315,-0.0566,0.175,939.1595,0.107871,-382.606118,-382.599246,-382.598302,-382.637198,25.613,-1502.68952721,-1510.820788832,-1518.525344334,-1408.55062703
4614,gdb_4615,c1c(ncc(=O)[nH]1)O,5.80756,1.60241,1.25589,2.8623,61.74,-0.2111,-0.067,0.1441,867.6732,0.085892,-414.715899,-414.709641,-414.708697,-414.746214,23.999,-1274.369750051,-1281.107941693,-1287.626505185,-1192.50555342
4625,gdb_4626,N=C1NC=C(O1)C#C,6.51696,1.40586,1.1564,2.991,70.29,-0.1984,-0.021,0.1774,949.3088,0.083792,-377.512406,-377.505412,-377.504467,-377.543469,26.192,-1283.351913877,-1289.628886404,-1296.146822387,-1202.21311765
4632,gdb_4633,C#Cc1coc(=O)o1,6.90787,1.41348,1.17338,4.4622,58.83,-0.246,-0.0445,0.2015,907.5439,0.059703,-417.288087,-417.281752,-417.280807,-417.31871,23.135,-1167.1315994961,-1172.044994966,-1177.376938939,-1099.191827575
4646,gdb_4647,Cc1nc(co1)C#C,6.85596,1.32952,1.12134,1.6648,69.63,-0.2298,-0.0151,0.2147,1005.9581,0.094867,-361.472229,-361.464946,-361.464002,-361.503851,26.392,-1406.7446561281,-1413.729458807,-1420.841018304,-1319.579263465
4654,gdb_4655,C#Cc1coc(n1)N,7.05982,1.35081,1.135,2.329,65.93,-0.2109,-0.0078,0.2031,966.8793,0.084303,-377.523681,-377.516735,-377.515791,-377.554563,26.203,-1290.427077852,-1296.734170811,-1303.252734303,-1209.174702496
4669,gdb_4670,Cc1ccn(c1)C=O,6.81361,1.2867,1.08961,2.7108,72.0,-0.2254,-0.0333,0.1922,1045.6713,0.119571,-362.726462,-362.719132,-362.718188,-362.758125,26.779,-1565.9355318111,-1574.667947055,-1582.965498562,-1465.424905245
4674,gdb_4675,c1c(ncn1C=O)O,7.65149,1.31801,1.12434,1.4957,59.47,-0.2249,-0.0531,0.1718,952.4057,0.085044,-414.712214,-414.70561,-414.704666,-414.743045,24.113,-1272.0573793861,-1278.578452914,-1285.097016406,-1190.516977399
4684,gdb_4685,Cc1[nH]c(cn1)C#N,6.53493,1.33041,1.11306,4.2596,69.5,-0.2437,-0.0324,0.2113,998.6408,0.097519,-357.709717,-357.702586,-357.701642,-357.741496,25.246,-1394.895403681,-1401.974960219,-1409.086519716,-1307.468339765
4694,gdb_4695,c1c(oc(n1)C#N)N,6.37174,1.43165,1.17014,6.7447,64.64,-0.2284,-0.0484,0.18,922.2497,0.073698,-393.617869,-393.611222,-393.610278,-393.648691,24.107,-1200.9267242,-1206.532262097,-1212.457829584,-1126.014072271
4701,gdb_4702,C#Cc1cnc([nH]1)O,6.8747,1.34189,1.12274,1.7961,67.71,-0.204,-0.0033,0.2007,966.2839,0.084717,-377.535726,-377.528833,-377.527889,-377.566584,26.053,-1297.985423757,-1304.3257746931,-1310.844338185,-1216.717988185
4719,gdb_4720,Cc1c[nH]c(n1)C#C,6.50076,1.33851,1.11764,3.3026,76.21,-0.2131,-0.013,0.2001,1022.8384,0.107459,-341.600869,-341.593377,-341.592432,-341.632588,27.633,-1475.196475393,-1482.938681435,-1490.642609428,-1381.35438697
4723,gdb_4724,Cc1coc(n1)C#C,6.77206,1.35128,1.13441,1.3315,71.92,-0.2323,-0.035,0.1973,999.7129,0.094967,-361.46761,-361.460404,-361.459459,-361.499049,26.233,-1403.846192057,-1410.879312929,-1417.990244917,-1316.565965247
4735,gdb_4736,C#Cc1[nH]cc(n1)O,6.68915,1.36412,1.13306,2.5517,68.8,-0.2026,-0.0185,0.1841,960.1578,0.08457,-377.529309,-377.522448,-377.521504,-377.560112,26.095,-1293.958698504,-1300.319129728,-1306.83769322,-1212.656749937
4746,gdb_4747,c1c(nc(o1)C=O)N,7.15073,1.34121,1.13068,4.4168,63.31,-0.2243,-0.0723,0.152,962.2454,0.08464,-414.694677,-414.687839,-414.686894,-414.72576,24.716,-1261.0527540531,-1267.426990475,-1273.944926458,-1179.670484334
4754,gdb_4755,Cn1ccc(c1)C=O,6.79604,1.25444,1.06618,5.9095,72.68,-0.2272,-0.0243,0.2029,1060.4966,0.119621,-362.714456,-362.70691,-362.705966,-362.746985,26.722,-1558.401658757,-1566.998532057,-1575.296083564,-1458.434454985
4767,gdb_4768,Cc1coc(n1)CN,4.60365,1.40941,1.09975,1.714,66.83,-0.2314,0.0111,0.2424,1066.6708,0.131598,-379.957032,-379.948955,-379.94801,-379.990221,28.505,-1561.6734906831,-1570.825081939,-1579.715001942,-1455.126855046
4771,gdb_4772,CCc1cc(co1)C,5.76952,1.20283,1.07402,0.6057,75.79,-0.2072,0.0279,0.2351,1159.436,0.153713,-347.850078,-347.841761,-347.840816,-347.883184,30.202,-1791.767235785,-1802.5465853871,-1812.6224974,-1672.4137689671
4788,gdb_4789,CNc1nc(co1)N,6.73372,1.32136,1.11991,1.937,65.1,-0.1766,0.0456,0.2222,1034.2811,0.12032,-396.008061,-396.000133,-395.999188,-396.040281,28.773,-1445.0904761,-1453.446385944,-1461.743309942,-1344.313158209
4795,gdb_4796,COc1cc(c[nH]1)O,5.06595,1.37936,1.0917,2.1848,63.98,-0.1699,0.0672,0.2372,1032.7932,0.118538,-399.81409,-399.805888,-399.804944,-399.846642,29.547,-1484.2470377001,-1492.4316375871,-1500.729189094,-1384.038242963
4801,gdb_4802,COc1nc(co1)O,7.00899,1.36772,1.15278,2.0848,56.34,-0.2052,0.0294,0.2345,968.9888,0.095594,-435.757725,-435.750446,-435.749502,-435.789437,26.022,-1312.544260066,-1319.5303177631,-1326.64187726,-1224.9232958691
4819,gdb_4820,Cn1cc(nc1)OC,7.03696,1.29134,1.10631,2.8399,68.74,-0.1917,0.0328,0.2245,1065.7767,0.131312,-379.948782,-379.940768,-379.939824,-379.981531,28.141,-1556.496541433,-1565.687665756,-1574.578213268,-1449.6738018361
4826,gdb_4827,Cc1ncc(o1)CO,4.78043,1.38085,1.14019,1.8862,64.25,-0.2362,-0.0002,0.236,1031.4326,0.118976,-399.83523,-399.827362,-399.826418,-399.868056,27.558,-1497.5125779601,-1505.906765853,-1514.20431736,-1397.4757206891
4832,gdb_4833,CCc1cnc(o1)C,4.59854,1.39125,1.14477,1.7932,71.71,-0.224,0.0126,0.2366,1078.0571,0.142339,-363.917206,-363.90907,-363.908125,-363.950241,28.92,-1685.286488593,-1695.290237071,-1704.773153079,-1572.2658426031
4848,gdb_4849,CNc1ncc(o1)N,6.64433,1.31105,1.11177,2.9078,65.29,-0.1936,0.0337,0.2273,1042.6856,0.120176,-396.0068,-395.99885,-395.997906,-396.039136,28.443,-1444.299187251,-1452.641291897,-1460.938843404,-1343.594660404
4855,gdb_4856,Cc1[nH]c(cn1)OC,6.63778,1.28355,1.09035,2.8899,68.62,-0.1918,0.0468,0.2386,1078.6427,0.131047,-379.955765,-379.947677,-379.946733,-379.988428,28.773,-1560.87843678,-1570.0231254371,-1578.913672949,-1454.0017314091
4868,gdb_4869,c1c(oc(n1)CO)N,5.01092,1.37361,1.16375,2.7626,61.94,-0.2043,0.0085,0.2128,997.3175,0.108167,-415.880357,-415.872709,-415.871765,-415.912896,27.38,-1377.226005259,-1384.869064879,-1392.573620381,-1283.386426872
4878,gdb_4879,CCC1=COC(=N)N1,4.98014,1.34716,1.13046,3.7852,68.61,-0.1887,0.0335,0.2222,1056.8851,0.130965,-379.953358,-379.945394,-379.94445,-379.985973,29.056,-1559.368022617,-1568.5905223901,-1577.481069902,-1452.461196814
4883,gdb_4884,CNc1c[nH]c(=O)o1,4.8775,1.49341,1.18015,5.2349,61.12,-0.1884,0.0442,0.2326,971.4829,0.10785,-415.901917,-415.894222,-415.893277,-415.934258,27.424,-1390.755099299,-1398.368665996,-1406.072593989,-1296.79127413
4894,gdb_4895,OCC1=CNC(=N)O1,4.88603,1.40633,1.15634,2.3042,61.89,-0.1979,0.0181,0.216,988.6318,0.107651,-415.874081,-415.866422,-415.865478,-415.90643,27.598,-1373.287758775,-1380.9239157961,-1388.628471298,-1279.3289536781
4903,gdb_4904,Cc1[nH]cc(n1)CO,6.47065,1.23132,1.04798,1.9101,67.95,-0.2052,0.0405,0.2457,1100.6884,0.130989,-379.962759,-379.954425,-379.953481,-379.996438,29.208,-1565.267234726,-1574.2575561691,-1583.148103681,-1459.028078499
4918,gdb_4919,CNc1cc([nH]c1)O,6.68392,1.21765,1.03923,0.8689,67.97,-0.1616,0.071,0.2326,1096.6561,0.130996,-379.939887,-379.931549,-379.930605,-379.972288,30.745,-1550.914848878,-1559.902660285,-1568.793207797,-1443.873736149
4921,gdb_4922,Cc1nc(co1)NC,6.64378,1.27241,1.08656,1.058,68.48,-0.1913,0.0198,0.2111,1088.2019,0.130853,-379.957566,-379.949439,-379.948495,-379.990362,28.857,-1562.008580489,-1571.128796295,-1580.019343807,-1455.215333815
4931,gdb_4932,Cc1cc(co1)OC,6.83292,1.24666,1.06848,0.4782,68.49,-0.2004,0.0288,0.2292,1097.1717,0.129952,-383.76212,-383.754183,-383.753239,-383.79449,28.647,-1600.239566314,-1609.4796363391,-1618.370183851,-1493.5391909721
4947,gdb_4948,CCn1cc(nc1)O,5.36665,1.30548,1.13181,3.1944,67.16,-0.1959,0.0328,0.2287,1053.5823,0.131912,-379.963487,-379.95582,-379.954876,-379.995848,28.254,-1565.724061278,-1575.132931224,-1584.023478736,-1458.657848189
4954,gdb_4955,c1c[nH]c(=O)c(=O)[nH]1,3.27319,2.47611,1.4097,6.4444,60.22,-0.2168,-0.0372,0.1796,791.1317,0.086425,-414.732511,-414.726184,-414.72524,-414.763037,23.951,-1284.793929559,-1291.48882308,-1298.007386572,-1203.062137327
4963,gdb_4964,Cc1ccncc1C,3.22339,2.18358,1.323,2.757,77.28,-0.2452,-0.015,0.2302,923.656,0.143862,-326.800565,-326.793142,-326.792198,-326.831991,27.97,-1748.769064087,-1759.220853991,-1768.704397508,-1634.9947797881
4970,gdb_4971,Cc1c(cccn1)N,3.25458,2.28955,1.35708,2.9658,75.58,-0.2077,-0.0079,0.1998,885.5418,0.132857,-342.852941,-342.845777,-342.844833,-342.883852,27.952,-1633.031304127,-1642.756438609,-1651.646986121,-1525.31122666
4989,gdb_4990,c1cncc(c1O)O,3.48046,2.2793,1.37732,2.4716,62.71,-0.2298,-0.0073,0.2225,817.6815,0.097533,-398.660109,-398.653608,-398.652663,-398.69047,25.11,-1387.965194285,-1395.4400814931,-1402.551013481,-1299.7524891011
4997,gdb_4998,Cc1cncoc1=O,3.38694,2.35959,1.40268,2.139,62.71,-0.258,-0.0643,0.1936,820.6125,0.096453,-398.665876,-398.659165,-398.658221,-398.696835,24.438,-1391.5840386881,-1398.927149006,-1406.0387085031,-1303.746583886
5005,gdb_5006,NC1=CN=COC1=N,3.47258,2.40103,1.42099,0.9676,66.6,-0.2044,-0.0372,0.1673,802.7626,0.097945,-394.815508,-394.808981,-394.808037,-394.845946,25.262,-1324.604355537,-1332.062300002,-1339.173859499,-1236.07977838
5014,gdb_5015,c1c(c(=O)ocn1)O,3.43591,2.4397,1.42667,3.3253,56.23,-0.2437,-0.0604,0.1833,770.8525,0.073144,-434.585596,-434.57941,-434.578466,-434.615958,22.979,-1204.874383319,-1210.769202865,-1216.694770352,-1129.777243744
5029,gdb_5030,c1c(c(=O)nco1)N,3.55554,2.3698,1.42377,4.4578,59.82,-0.2245,-0.0423,0.1822,786.0709,0.085867,-414.703439,-414.697066,-414.696121,-414.73386,24.188,-1266.550987911,-1273.217016018,-1279.734952001,-1184.753307234
5030,gdb_5031,c1c[nH]cc(c1=O)O,3.36667,2.29138,1.36342,7.3026,64.46,-0.203,-0.0105,0.1925,825.5359,0.097594,-398.647694,-398.64109,-398.640146,-398.678207,25.533,-1380.17467005,-1387.5849238311,-1394.696483328,-1292.057346234
5047,gdb_5048,N=C1N=CC=CC=N1,3.4579,2.45812,1.68733,5.0055,68.42,-0.2555,-0.091,0.1645,750.5746,0.098006,-357.650966,-357.644848,-357.643904,-357.681153,23.278,-1358.028622422,-1365.743845577,-1372.855405074,-1269.602564178
5050,gdb_5051,c1ccc(=O)ncc1,3.56836,2.2609,1.51346,4.8766,69.58,-0.2497,-0.083,0.1667,793.442,0.097571,-361.498603,-361.49242,-361.491476,-361.528972,23.376,-1423.2945784941,-1430.9696410731,-1438.08120057,-1335.342917054
5064,gdb_5065,Cc1c(c(c[nH]1)N)N,3.28389,1.9534,1.2443,1.9686,72.5,-0.1707,0.0586,0.2294,963.4187,0.143167,-360.070753,-360.061847,-360.060902,-360.103798,32.534,-1620.763503177,-1630.283442216,-1639.766358224,-1507.388942111
5074,gdb_5075,Cc1c(c[nH]c1O)O,3.25844,1.99711,1.24791,2.0232,63.51,-0.1695,0.0469,0.2164,916.6712,0.117221,-399.828273,-399.81922,-399.818276,-399.86267,31.31,-1493.1469978471,-1500.797587575,-1509.0951390821,-1394.095957215
5081,gdb_5082,Cc1c[nH]c(c1N)O,3.28718,1.97365,1.25091,0.599,67.43,-0.1728,0.0683,0.2411,940.7527,0.131393,-379.953215,-379.944968,-379.944024,-379.985305,30.879,-1559.27828883,-1568.3232035561,-1577.213751068,-1452.042020802
5095,gdb_5096,c1c(c(c(o1)N)N)N,3.39301,1.99996,1.27264,0.2012,64.73,-0.1829,0.0408,0.2237,910.2838,0.120729,-395.99136,-395.983369,-395.982425,-396.023125,30.149,-1434.610448291,-1442.926825068,-1451.224376575,-1333.547613805
5104,gdb_5105,Cc1coc(=O)n1C,3.41846,2.12956,1.33412,5.045,63.06,-0.2075,0.0298,0.2373,885.2419,0.118837,-399.861763,-399.853993,-399.853049,-399.893854,27.735,-1514.162274257,-1522.617958032,-1530.915509539,-1413.664197871
5113,gdb_5114,Cn1c(ccc1O)O,3.41271,2.1028,1.31194,0.3603,63.48,-0.1609,0.0699,0.2308,881.179,0.117948,-399.823163,-399.814583,-399.813639,-399.856735,30.225,-1489.9404268571,-1497.887828342,-1506.185379849,-1390.3716913
5124,gdb_5125,Cc1c(n(cn1)C)C,3.32703,1.98352,1.27222,3.7207,75.35,-0.2027,0.0408,0.2435,975.7154,0.153966,-344.038598,-344.029862,-344.028918,-344.071997,30.752,-1749.190122626,-1759.705918448,-1769.78245797,-1629.660325779
5132,gdb_5133,C#CCc1ccc[nH]1,5.7831,1.35854,1.13068,1.3725,72.75,-0.1993,0.0424,0.2416,1013.363,0.119675,-325.52953,-325.52215,-325.521206,-325.561741,27.726,-1579.0347821861,-1587.7364494891,-1596.034000996,-1479.124054224
5143,gdb_5144,c1coc(n1)CC#N,5.93932,1.36332,1.21731,3.585,59.7,-0.2612,-0.0189,0.2423,934.9598,0.085402,-377.564435,-377.55783,-377.556886,-377.596274,23.092,-1316.000579638,-1322.521653166,-1329.040216658,-1235.348730395
5155,gdb_5156,c1cn(cn1)CC#N,5.85291,1.31397,1.21649,3.3754,63.45,-0.2418,-0.0035,0.2383,953.9763,0.097818,-357.680373,-357.673588,-357.672644,-357.712649,23.892,-1376.481779585,-1383.778454237,-1390.890013734,-1289.366587642
5169,gdb_5170,c1cnc([nH]1)CC=O,5.46653,1.51631,1.19553,1.7797,63.78,-0.2179,-0.0413,0.1766,939.4028,0.108417,-378.774228,-378.767257,-378.766313,-378.806777,24.894,-1447.304955361,-1455.373466083,-1463.078021585,-1353.7276757361
5178,gdb_5179,c1cc(oc1)OC=O,7.54259,1.25057,1.11834,3.6474,57.93,-0.2348,-0.0143,0.2206,983.0647,0.083633,-418.51665,-418.509908,-418.508964,-418.548982,23.451,-1310.2143191491,-1316.649423944,-1323.167987436,-1229.9759983371
5185,gdb_5186,c1c(nco1)NC=N,5.94199,1.49035,1.1915,1.7626,62.35,-0.2107,0.0033,0.214,928.6223,0.098141,-394.812716,-394.806114,-394.805169,-394.843746,24.255,-1322.852350409,-1330.263231699,-1337.374163687,-1234.69925858
5198,gdb_5199,c1c[nH]cc1OC=O,7.47808,1.18272,1.06018,5.5795,61.4,-0.2224,0.0046,0.227,1033.5764,0.096396,-398.647816,-398.640869,-398.639925,-398.679885,24.892,-1380.251226148,-1387.446244342,-1394.557803839,-1293.110306336
5205,gdb_5206,CC#Cc1ccco1,8.77427,1.01743,0.91693,0.6215,80.08,-0.2057,-0.0113,0.1944,1229.2443,0.107193,-345.414833,-345.407236,-345.406292,-345.448811,26.457,-1519.332320908,-1527.0092660141,-1534.713821516,-1427.267965482
5215,gdb_5216,c1c(ocn1)N=CN,8.31172,1.1951,1.04522,4.8992,70.76,-0.1996,-0.018,0.1816,1046.9521,0.097228,-394.819238,-394.812243,-394.811298,-394.850668,25.282,-1326.944964107,-1334.10923436,-1341.220166348,-1239.042875878
5220,gdb_5221,CCCc1ccco1,6.44529,1.06719,0.97414,0.452,74.95,-0.2117,0.0237,0.2354,1233.0,0.154526,-347.844401,-347.836471,-347.835527,-347.877396,29.037,-1788.2048671921,-1799.2270627771,-1809.303602299,-1668.781746875
5234,gdb_5235,CCOc1ncco1,7.4902,1.20372,1.05068,0.4631,63.39,-0.2204,0.0255,0.2458,1097.806,0.119519,-399.831195,-399.823807,-399.822863,-399.8636,26.234,-1494.980579145,-1503.675971358,-1511.973522865,-1394.679540585
5241,gdb_5242,COCc1ncco1,6.9655,1.16475,1.05637,1.334,64.22,-0.2438,-0.0027,0.2411,1106.7688,0.119269,-399.813716,-399.806192,-399.805248,-399.846594,25.979,-1484.012349334,-1492.6224003231,-1500.91995183,-1384.008122531
5259,gdb_5260,CCOc1cocn1,7.57298,1.15943,1.01827,0.2756,63.63,-0.2146,0.0046,0.2191,1118.0613,0.119255,-399.823255,-399.815775,-399.81483,-399.856007,26.384,-1489.9981576851,-1498.63581907,-1506.932743068,-1389.914864748
5267,gdb_5268,c1c(nco1)CCO,6.87436,1.0405,0.96082,1.2868,62.39,-0.2413,0.0018,0.2431,1160.9667,0.119963,-399.824249,-399.816763,-399.815819,-399.856941,26.475,-1490.6219016311,-1499.2557979621,-1507.553349469,-1390.5009581541
5275,gdb_5276,CC(=O)c1cnco1,5.01203,1.62583,1.23697,2.8695,62.38,-0.261,-0.0631,0.1978,907.7086,0.095718,-398.652504,-398.645484,-398.64454,-398.684332,24.542,-1383.1929883401,-1390.342198377,-1397.453757874,-1295.900838859
5288,gdb_5289,CC(=O)c1c[nH]cn1,4.92277,1.60401,1.21882,4.6217,65.41,-0.236,-0.0287,0.2072,932.5311,0.108476,-378.787294,-378.78012,-378.779176,-378.819149,25.771,-1455.503987955,-1463.44511435,-1471.149669852,-1361.491217084
5299,gdb_5300,c1cn(cn1)C(=O)N,5.21758,1.68781,1.28522,3.0418,60.33,-0.2402,-0.0247,0.2155,870.2733,0.098142,-394.851246,-394.844563,-394.843618,-394.882385,24.752,-1347.030272179,-1354.39032524,-1361.501257228,-1258.945578831
5301,gdb_5302,CC(C)c1ccco1,4.30456,1.40074,1.37292,0.4422,74.22,-0.2121,0.0243,0.2365,1006.7038,0.154104,-347.844925,-347.836957,-347.836013,-347.877504,29.701,-1788.533681908,-1799.5320321511,-1809.608571673,-1668.849517847
5318,gdb_5319,CC(C)c1ccoc1,4.31996,1.45344,1.18396,0.8601,73.02,-0.2185,0.0244,0.2429,1042.5946,0.154232,-347.839941,-347.832055,-347.831111,-347.872444,29.645,-1785.4061770521,-1796.4559830331,-1806.532522555,-1665.674322307
